,student_country,onboard_flag,totaldays_engaged,tendaysafter,conversion
7221,TR,0,0,0,0
7222,US,1,1,5,0
7223,GB,1,1,7,0
7224,TR,0,0,0,0
7225,KE,1,2,46,0
7226,CA,1,1,34,0
7227,FR,1,1,1,0
7228,EG,1,1,2,0
7229,NG,1,2,24,0
7230,CA,1,42,598,1
7231,CA,1,42,598,1
7232,CA,1,42,598,1
7233,CA,1,42,598,1
7234,CA,1,42,598,1
7235,CA,1,42,598,1
7236,CA,1,42,598,1
7237,CA,1,42,598,1
7238,US,1,12,418,1
7239,IN,0,0,0,0
7240,MA,1,2,1,0
7241,EG,0,0,0,0
7242,IN,1,3,24,0
7243,KZ,0,0,0,0
7244,FR,0,0,0,0
7245,KZ,1,1,5,0
7246,US,1,1,72,0
7247,NG,1,1,14,0
7248,IN,0,0,0,0
7249,IN,0,0,0,0
7250,IN,0,0,0,0
7251,PS,0,0,0,0
7252,BF,1,2,36,0
7253,BG,1,1,0,0
7254,IN,0,0,0,0
7255,IN,1,1,3,0
7256,US,0,0,0,0
7257,CA,1,2,42,0
7258,ES,0,0,0,0
7259,US,1,2,20,1
7260,US,1,2,20,1
7261,IN,1,1,7,0
7262,GB,0,0,0,0
7263,NG,1,2,19,0
7264,US,1,6,48,1
7265,US,1,6,48,1
7266,US,1,6,48,1
7267,US,1,6,48,1
7268,US,1,6,48,1
7269,US,1,6,48,1
7270,US,1,6,48,1
7271,NG,1,7,86,0
7272,NG,0,0,0,0
7273,CA,0,0,0,0
7274,NZ,1,1,7,0
7275,IN,0,0,0,0
7276,CO,1,1,14,0
7277,GB,1,1,50,0
7278,DE,1,1,0,0
7279,TR,1,6,3,0
7280,NZ,0,0,0,0
7281,BR,0,0,0,0
7282,US,1,5,48,1
7283,US,0,0,0,0
7284,IE,0,0,0,0
7285,NG,1,1,8,0
7286,FR,0,0,0,0
7287,VN,0,0,0,0
7288,GB,0,0,0,0
7289,GB,0,0,0,0
7290,US,1,1,0,0
7291,US,1,6,18,1
7292,IN,1,61,912,1
7293,IN,0,0,0,0
7294,NP,1,5,21,0
7295,EG,1,1,1,0
7296,NG,1,1,8,0
7297,VN,1,1,20,0
7298,BD,0,0,0,0
7299,IN,0,0,0,0
7300,IN,0,0,0,0
7301,IN,1,1,4,0
7302,CN,0,0,0,0
7303,IN,0,0,0,0
7304,DZ,1,2,0,0
7305,US,1,1,40,0
7306,SA,1,3,0,0
7307,IN,0,0,0,0
7308,GR,1,2,111,0
7309,SG,0,0,0,0
7310,NG,0,0,0,0
7311,GH,1,3,62,0
7312,IN,1,1,1,0
7313,GB,1,2,44,0
7314,DE,0,0,0,0
7315,SG,1,1,0,0
7316,IT,0,0,0,0
7317,HK,0,0,0,0
7318,EG,1,1,16,0
7319,FI,0,0,0,0
7320,EG,1,1,17,0
7321,IN,0,0,0,0
7322,EG,1,5,0,0
7323,US,0,0,0,0
7324,IN,1,2,9,0
7325,PT,1,1,0,0
7326,EG,0,0,0,0
7327,FR,0,0,0,0
7328,IN,0,0,0,0
7329,US,0,0,0,0
7330,US,1,67,889,1
7331,US,1,67,889,1
7332,US,1,67,889,1
7333,US,1,67,889,1
7334,US,1,67,889,1
7335,US,1,67,889,1
7336,US,1,67,889,1
7337,US,1,67,889,1
7338,US,1,45,276,1
7339,IL,1,2,0,0
7340,EG,1,6,95,0
7341,US,1,48,181,1
7342,GB,0,0,0,0
7343,NP,0,0,0,0
7344,GR,1,1,6,0
7345,IN,1,1,1,0
7346,IN,0,0,0,0
7347,IN,1,1,2,0
7348,GB,0,0,0,0
7349,BD,0,0,0,0
7350,PT,1,2,116,0
7351,IN,1,1,2,0
7352,KE,1,1,27,0
7353,CA,1,1,0,0
7354,US,0,0,0,0
7355,IT,1,2,53,0
7356,TN,0,0,0,0
7357,SA,1,1,10,0
7358,MA,1,4,12,0
7359,IN,1,2,0,0
7360,GB,1,1,11,0
7361,DE,0,0,0,0
7362,MG,0,0,0,0
7363,ES,0,0,0,0
7364,ID,0,0,0,0
7365,US,0,0,0,0
7366,PT,1,1,2,0
7367,NG,1,2,21,0
7368,SE,0,0,0,0
7369,US,1,1,32,0
7370,BR,0,0,0,0
7371,GB,1,100,583,1
7372,GB,1,100,583,1
7373,GB,1,100,583,1
7374,GB,1,100,583,1
7375,GB,1,100,583,1
7376,GB,1,100,583,1
7377,GB,1,100,583,1
7378,GB,1,100,583,1
7379,DZ,1,1,1,0
7380,DE,0,0,0,0
7381,RO,1,1,0,0
7382,NG,1,6,0,0
7383,MX,1,1,6,0
7384,GB,0,0,0,0
7385,FR,0,0,0,0
7386,LT,1,2,14,0
7387,BJ,1,1,5,0
7388,EG,1,2,29,0
7389,US,1,82,12,1
7390,EG,1,1,22,0
7391,CO,1,1,0,0
7392,CA,0,0,0,0
7393,MA,0,0,0,0
7394,EG,0,0,0,0
7395,ES,1,2,1,0
7396,IN,0,0,0,0
7397,IN,0,0,0,0
7398,IN,1,2,41,0
7399,EG,1,1,1,0
7400,AU,1,1,23,0
7401,CA,0,0,0,0
7402,BG,0,0,0,0
7403,BD,0,0,0,0
7404,IN,0,0,0,0
7405,IN,0,0,0,0
7406,SA,1,1,0,0
7407,IN,1,1,4,0
7408,IN,1,1,0,0
7409,IN,0,0,0,0
7410,ES,1,1,2,0
7411,GB,1,1,0,0
7412,AE,1,2,156,0
7413,GB,0,0,0,0
7414,IN,1,1,0,0
7415,HK,0,0,0,0
7416,SG,0,0,0,0
7417,IN,1,8,69,0
7418,IN,1,2,4,0
7419,DE,0,0,0,0
7420,PK,1,1,10,0
7421,HK,0,0,0,1
7422,TN,0,0,0,0
7423,IN,0,0,0,0
7424,IN,0,0,0,0
7425,VE,0,0,0,0
7426,IN,1,1,1,0
7427,EG,0,0,0,0
7428,IN,0,0,0,0
7429,IN,1,1,34,0
7430,IE,0,0,0,0
7431,PT,1,1,9,0
7432,NO,1,18,6,0
7433,AU,0,0,0,0
7434,MA,1,5,71,0
7435,KG,1,1,43,0
7436,IN,0,0,0,0
7437,IN,0,0,0,0
7438,JP,1,2,62,0
7439,CA,1,8,82,0
7440,IN,0,0,0,0
7441,DE,1,1,0,0
7442,IN,0,0,0,0
7443,NG,1,1,10,0
7444,IN,0,0,0,0
7445,PT,0,0,0,0
7446,US,1,1,30,0
7447,AZ,0,0,0,0
7448,AZ,1,1,6,0
7449,MA,1,2,1,0
7450,DE,0,0,0,0
7451,NG,1,2,44,0
7452,IN,0,0,0,0
7453,ZA,1,1,0,0
7454,EG,0,0,0,0
7455,US,0,0,0,0
7456,DE,0,0,0,0
7457,DE,1,1,0,0
7458,ES,1,1,0,0
7459,AZ,1,1,0,0
7460,DZ,0,0,0,0
7461,CA,1,1,43,0
7462,US,0,0,0,0
7463,IN,0,0,0,0
7464,PT,1,1,5,0
7465,BR,1,2,44,0
7466,SE,0,0,0,0
7467,IL,0,0,0,0
7468,NG,1,34,184,1
7469,KZ,0,0,0,0
7470,PT,0,0,0,0
7471,US,1,2,0,1
7472,CA,0,0,0,0
7473,GB,0,0,0,0
7474,YE,0,0,0,0
7475,CA,0,0,0,0
7476,ET,1,1,2,0
7477,NG,0,0,0,0
7478,FR,1,3,32,1
7479,TR,0,0,0,0
7480,US,1,6,42,1
7481,ZA,0,0,0,0
7482,NL,0,0,0,0
7483,US,1,1,0,0
7484,RO,1,32,2,1
7485,DE,0,0,0,0
7486,US,1,4,24,0
7487,NG,1,2,59,0
7488,EG,0,0,0,0
7489,EG,0,0,0,0
7490,TR,1,1,6,0
7491,DZ,0,0,0,0
7492,IN,0,0,0,0
7493,FI,1,3,49,0
7494,US,1,2,6,0
7495,AU,1,3,45,1
7496,US,1,2,29,0
7497,AU,1,3,9,0
7498,PK,1,1,0,0
7499,US,1,1,0,0
7500,GH,1,6,20,0
7501,CA,1,1,0,0
7502,EC,0,0,0,0
7503,MY,1,1,13,0
7504,US,1,1,18,0
7505,CA,0,0,0,0
7506,IN,0,0,0,0
7507,AU,0,0,0,0
7508,US,1,3,19,1
7509,GB,0,0,0,0
7510,US,1,2,5,0
7511,NL,0,0,0,0
7512,TR,1,1,0,0
7513,IN,1,1,1,0
7514,AU,1,1,1,0
7515,IN,0,0,0,0
7516,US,0,0,0,0
7517,IN,1,1,0,0
7518,IN,0,0,0,0
7519,IN,0,0,0,0
7520,IN,0,0,0,0
7521,US,0,0,0,0
7522,US,1,1,7,0
7523,IN,1,2,40,0
7524,ID,1,1,6,0
7525,PK,0,0,0,0
7526,JP,1,2,25,0
7527,BG,1,2,16,0
7528,GB,0,0,0,0
7529,IN,0,0,0,0
7530,IT,0,0,0,0
7531,NO,0,0,0,0
7532,IN,0,0,0,0
7533,PK,0,0,0,0
7534,IN,1,1,0,0
7535,DE,1,2,48,0
7536,IN,0,0,0,0
7537,NG,0,0,0,0
7538,AZ,0,0,0,0
7539,AU,0,0,0,0
7540,US,1,1,0,0
7541,BG,0,0,0,0
7542,US,0,0,0,0
7543,EG,0,0,0,0
7544,NG,0,0,0,0
7545,IN,1,2,57,0
7546,KE,0,0,0,0
7547,EG,1,1,0,0
7548,IL,0,0,0,0
7549,AU,1,3,1,0
7550,EG,0,0,0,0
7551,KE,1,1,6,0
7552,IN,0,0,0,0
7553,IN,1,1,3,0
7554,DE,1,1,15,0
7555,NG,1,1,0,0
7556,ES,0,0,0,0
7557,NG,1,53,0,1
7558,EG,1,2,22,0
7559,IN,0,0,0,0
7560,SO,1,3,148,0
7561,US,1,2,1,0
7562,SE,0,0,0,0
7563,IN,0,0,0,0
7564,US,0,0,0,0
7565,IN,0,0,0,0
7566,IN,0,0,0,0
7567,BD,1,1,0,0
7568,KZ,0,0,0,0
7569,EG,0,0,0,0
7570,TN,1,2,4,0
7571,LB,0,0,0,0
7572,TN,1,1,2,0
7573,IN,0,0,0,0
7574,NG,0,0,0,0
7575,EG,0,0,0,0
7576,LK,0,0,0,0
7577,EG,0,0,0,0
7578,NG,0,0,0,0
7579,GB,1,3,0,0
7580,IN,0,0,0,0
7581,IN,0,0,0,0
7582,IL,0,0,0,0
7583,NG,0,0,0,0
7584,IN,0,0,0,0
7585,MM,0,0,0,0
7586,DZ,0,0,0,0
7587,IN,0,0,0,0
7588,MY,1,1,0,0
7589,BR,0,0,0,0
7590,FR,1,2,10,0
7591,US,0,0,0,0
7592,SA,0,0,0,0
7593,GH,0,0,0,0
7594,CO,1,2,0,0
7595,ID,0,0,0,0
7596,IN,0,0,0,0
7597,GT,0,0,0,0
7598,NL,0,0,0,0
7599,GH,0,0,0,0
7600,IN,1,1,0,0
7601,IN,0,0,0,0
7602,NG,0,0,0,0
7603,CA,0,0,0,0
7604,GB,0,0,0,0
7605,IN,1,2,2,0
7606,GB,0,0,0,0
7607,DZ,0,0,0,0
7608,AE,0,0,0,0
7609,MM,0,0,0,0
7610,EG,1,1,18,0
7611,IN,0,0,0,0
7612,IN,1,1,15,0
7613,TR,0,0,0,0
7614,ZA,0,0,0,0
7615,US,1,1,7,0
7616,IN,0,0,0,0
7617,PL,0,0,0,0
7618,IN,0,0,0,0
7619,PL,1,9,216,1
7620,CA,0,0,0,0
7621,CY,1,7,86,0
7622,IN,0,0,0,0
7623,IN,0,0,0,0
7624,IN,1,2,2,0
7625,IN,1,6,41,0
7626,AZ,1,1,1,0
7627,BD,0,0,0,0
7628,IN,0,0,0,0
7629,US,1,2,364,0
7630,IN,0,0,0,0
7631,CA,0,0,0,0
7632,IN,0,0,0,0
7633,IN,1,2,2,0
7634,IN,0,0,0,0
7635,PK,1,1,0,0
7636,CA,0,0,0,0
7637,BD,1,1,2,0
7638,DK,1,1,2,0
7639,HU,0,0,0,0
7640,PK,1,1,2,0
7641,TR,0,0,0,0
7642,NG,0,0,0,0
7643,US,0,0,0,0
7644,IN,1,1,0,0
7645,IN,1,1,22,0
7646,IL,0,0,0,0
7647,IN,0,0,0,0
7648,ZA,0,0,0,0
7649,KE,1,1,4,0
7650,PT,0,0,0,0
7651,CA,0,0,0,0
7652,ET,1,1,1,0
7653,NG,1,1,6,0
7654,IT,1,1,3,0
7655,ES,0,0,0,0
7656,US,0,0,0,0
7657,US,0,0,0,0
7658,US,0,0,0,0
7659,JO,1,1,0,0
7660,TR,0,0,0,0
7661,GB,1,1,20,0
7662,EG,0,0,0,0
7663,IN,0,0,0,0
7664,CA,0,0,0,0
7665,DZ,0,0,0,0
7666,NG,0,0,0,0
7667,DE,0,0,0,0
7668,IN,1,1,6,0
7669,AU,1,1,60,0
7670,NG,0,0,0,0
7671,IN,1,2,14,0
7672,US,1,1,1,0
7673,PT,1,5,66,0
7674,NG,0,0,0,0
7675,NG,0,0,0,0
7676,IT,0,0,0,0
7677,FR,1,1,11,0
7678,US,1,4,56,1
7679,US,0,0,0,0
7680,NG,1,1,19,0
7681,US,1,1,0,0
7682,TG,1,4,9,0
7683,IN,0,0,0,0
7684,AU,1,2,0,0
7685,CA,1,2,0,0
7686,JP,1,15,639,1
7687,SG,0,0,0,0
7688,IN,1,1,4,0
7689,US,1,3,53,0
7690,LK,1,4,0,0
7691,ZA,0,0,0,0
7692,IN,1,1,0,0
7693,PE,0,0,0,0
7694,US,1,13,255,1
7695,US,1,13,255,1
7696,US,1,13,255,1
7697,US,1,13,255,1
7698,LK,0,0,0,0
7699,US,0,0,0,0
7700,CA,0,0,0,0
7701,US,0,0,0,0
7702,BD,0,0,0,0
7703,JP,1,1,3,0
7704,IN,1,58,319,1
7705,NG,1,2,8,0
7706,PK,1,1,4,0
7707,IN,0,0,0,0
7708,TH,0,0,0,0
7709,PK,1,1,1,0
7710,IN,0,0,0,0
7711,US,0,0,0,0
7712,CA,1,32,19,0
7713,US,0,0,0,0
7714,US,0,0,0,0
7715,IN,0,0,0,0
7716,IN,0,0,0,0
7717,KE,0,0,0,0
7718,IN,1,1,38,0
7719,HK,1,2,49,0
7720,BY,0,0,0,0
7721,US,1,1,3,0
7722,AZ,1,1,44,0
7723,CA,0,0,0,0
7724,PK,0,0,0,0
7725,IQ,1,1,0,0
7726,IN,1,1,74,0
7727,NL,0,0,0,0
7728,IN,0,0,0,0
7729,IN,1,1,2,0
7730,EG,0,0,0,0
7731,SA,0,0,0,0
7732,FR,0,0,0,0
7733,IN,1,1,4,0
7734,NG,1,2,46,0
7735,NG,0,0,0,0
7736,AZ,0,0,0,0
7737,US,1,11,112,1
7738,US,1,11,112,1
7739,US,1,11,112,1
7740,US,1,11,112,1
7741,US,1,11,112,1
7742,US,1,11,112,1
7743,US,1,11,112,1
7744,MG,1,2,15,0
7745,BG,0,0,0,0
7746,GB,1,2,42,0
7747,ZA,1,3,53,0
7748,GB,0,0,0,0
7749,BG,0,0,0,0
7750,IN,1,1,1,0
7751,GH,0,0,0,0
7752,US,1,1,3,0
7753,SE,1,1,1,0
7754,ID,0,0,0,0
7755,NG,1,2,53,0
7756,IT,0,0,0,0
7757,IN,0,0,0,0
7758,IN,1,1,0,0
7759,IN,1,1,7,0
7760,IN,1,1,2,0
7761,GB,0,0,0,0
7762,MK,1,1,0,0
7763,KR,1,5,186,1
7764,KR,1,5,186,1
7765,IN,0,0,0,0
7766,IN,1,3,0,0
7767,IN,0,0,0,0
7768,NG,0,0,0,0
7769,AU,0,0,0,0
7770,IN,0,0,0,0
7771,KE,0,0,0,0
7772,NL,1,12,1,1
7773,NL,1,12,1,1
7774,US,1,1,4,0
7775,FR,1,3,7,0
7776,FR,1,1,6,0
7777,FR,0,0,0,0
7778,GB,0,0,0,0
7779,IT,1,1,0,0
7780,CH,1,8,140,1
7781,CH,1,8,140,1
7782,CH,1,8,140,1
7783,CH,1,8,140,1
7784,CH,1,8,140,1
7785,CH,1,8,140,1
7786,CH,1,8,140,1
7787,CH,1,8,140,1
7788,DE,0,0,0,0
7789,IN,0,0,0,0
7790,IN,0,0,0,0
7791,IN,0,0,0,0
7792,PH,1,1,0,0
7793,BG,1,3,33,0
7794,ZA,1,2,48,0
7795,US,1,5,110,1
7796,IN,0,0,0,0
7797,US,1,3,53,0
7798,LY,1,1,1,0
7799,NG,1,1,1,0
7800,BD,1,1,15,0
7801,IN,0,0,0,0
7802,SE,0,0,0,0
7803,SE,1,24,63,0
7804,NG,1,1,24,0
7805,GB,1,1,0,0
7806,IN,1,1,1,0
7807,IN,0,0,0,0
7808,BR,0,0,0,0
7809,BE,0,0,0,0
7810,EG,0,0,0,0
7811,IN,0,0,0,0
7812,SI,1,1,14,0
7813,CA,0,0,0,0
7814,TR,1,1,1,0
7815,US,0,0,0,0
7816,ZA,1,1,6,0
7817,GB,0,0,0,0
7818,ET,0,0,0,0
7819,DE,0,0,0,0
7820,NZ,0,0,0,0
7821,IN,0,0,0,0
7822,US,0,0,0,0
7823,GB,0,0,0,0
7824,IN,1,1,3,0
7825,US,0,0,0,0
7826,US,0,0,0,0
7827,US,1,1,3,0
7828,TN,0,0,0,0
7829,PT,0,0,0,0
7830,IE,0,0,0,0
7831,BG,1,1,0,0
7832,AZ,1,7,60,0
7833,CM,0,0,0,0
7834,US,0,0,0,0
7835,GB,1,1,8,0
7836,LY,1,1,13,0
7837,IN,0,0,0,0
7838,IN,1,1,2,0
7839,NG,1,1,0,0
7840,US,1,6,153,1
7841,US,1,6,153,1
7842,US,1,6,153,1
7843,US,1,6,153,1
7844,US,1,6,153,1
7845,US,1,6,153,1
7846,US,1,6,153,1
7847,US,1,6,153,1
7848,FR,1,2,0,1
7849,US,1,1,0,0
7850,CA,0,0,0,0
7851,NG,0,0,0,0
7852,PT,0,0,0,0
7853,SA,0,0,0,0
7854,US,1,10,167,1
7855,US,1,10,167,1
7856,US,1,10,167,1
7857,US,1,10,167,1
7858,US,1,10,167,1
7859,NO,0,0,0,0
7860,BD,0,0,0,0
7861,SA,1,2,2,0
7862,VN,1,1,3,0
7863,NG,1,1,0,0
7864,BE,0,0,0,0
7865,US,0,0,0,0
7866,NG,1,1,0,0
7867,US,1,1,24,0
7868,US,1,1,10,0
7869,IN,0,0,0,0
7870,CH,0,0,0,0
7871,IN,0,0,0,0
7872,BR,1,2,2,0
7873,BR,1,17,10,1
7874,BR,0,0,0,0
7875,IN,1,3,46,0
7876,US,1,3,16,0
7877,US,1,2,13,0
7878,EG,1,5,26,0
7879,US,0,0,0,0
7880,AU,0,0,0,0
7881,US,1,5,62,1
7882,US,0,0,0,0
7883,CA,1,2,46,0
7884,IN,0,0,0,0
7885,US,1,5,140,1
7886,US,1,1,2,0
7887,CA,1,6,242,1
7888,NG,1,2,5,0
7889,US,0,0,0,0
7890,KR,1,1,0,0
7891,US,1,3,121,1
7892,PH,1,1,4,0
7893,IN,0,0,0,0
7894,MY,0,0,0,0
7895,US,0,0,0,0
7896,IN,0,0,0,0
7897,NG,1,2,21,0
7898,IN,0,0,0,0
7899,AZ,0,0,0,0
7900,MX,0,0,0,0
7901,IN,0,0,0,0
7902,SA,1,3,4,0
7903,GR,0,0,0,0
7904,NG,1,1,1,0
7905,ID,1,1,0,0
7906,IN,1,1,1,0
7907,US,1,107,188,1
7908,SA,1,1,2,0
7909,AU,1,1,1,0
7910,MY,1,1,0,0
7911,AU,0,0,0,0
7912,TR,1,1,16,0
7913,GR,0,0,0,0
7914,NZ,0,0,0,0
7915,IT,1,3,34,0
7916,SE,1,1,17,0
7917,NL,1,7,67,0
7918,NP,1,1,6,0
7919,CZ,0,0,0,0
7920,FR,1,3,0,0
7921,IN,0,0,0,0
7922,KE,0,0,0,0
7923,IN,0,0,0,0
7924,DE,1,60,792,1
7925,NZ,1,1,8,0
7926,MO,0,0,0,0
7927,EG,1,9,23,0
7928,HU,1,1,3,0
7929,PH,1,1,6,0
7930,MU,0,0,0,0
7931,DE,0,0,0,0
7932,IN,0,0,0,0
7933,US,1,1,3,0
7934,NL,1,1,3,0
7935,IN,1,1,1,0
7936,FR,1,2,2,0
7937,CO,0,0,0,0
7938,SE,0,0,0,0
7939,ES,1,13,227,1
7940,JP,1,1,0,0
7941,NL,0,0,0,0
7942,DE,0,0,0,0
7943,DK,1,51,426,1
7944,DK,1,51,426,1
7945,SA,1,4,318,1
7946,US,0,0,0,0
7947,PK,1,1,3,0
7948,DZ,0,0,0,0
7949,CZ,1,1,11,0
7950,IN,0,0,0,0
7951,BE,0,0,0,0
7952,US,1,1,4,0
7953,GB,0,0,0,0
7954,NI,0,0,0,0
7955,SE,0,0,0,0
7956,PT,0,0,0,0
7957,IN,1,1,2,0
7958,EG,0,0,0,0
7959,US,1,1,40,0
7960,IN,1,1,0,0
7961,NG,1,1,85,0
7962,RO,1,1,0,0
7963,US,0,0,0,0
7964,PT,0,0,0,0
7965,US,0,0,0,0
7966,US,1,1,3,0
7967,EG,1,3,0,0
7968,BJ,0,0,0,0
7969,GB,0,0,0,0
7970,GB,0,0,0,0
7971,US,1,1,1,0
7972,PK,0,0,0,0
7973,US,1,1,0,0
7974,NG,1,1,68,0
7975,IT,0,0,0,0
7976,ES,1,1,2,0
7977,IN,0,0,0,0
7978,US,0,0,0,0
7979,BR,0,0,0,0
7980,US,1,21,79,1
7981,GB,1,1,1,0
7982,DE,0,0,0,0
7983,FR,1,1,1,0
7984,ZM,1,6,160,0
7985,EG,0,0,0,0
7986,GB,1,1,2,0
7987,BO,0,0,0,0
7988,US,0,0,0,0
7989,US,0,0,0,0
7990,NZ,1,1,0,0
7991,BO,0,0,0,0
7992,ES,0,0,0,0
7993,RU,1,2,0,0
7994,AU,0,0,0,0
7995,BE,1,1,2,0
7996,FR,0,0,0,0
7997,US,1,1,10,0
7998,DE,1,1,1,0
7999,MX,1,13,239,1
8000,DE,1,1,17,0
8001,US,0,0,0,0
8002,GB,0,0,0,0
8003,NZ,1,1,2,0
8004,BR,1,1,4,0
8005,US,1,5,13,0
8006,TR,0,0,0,0
8007,US,0,0,0,0
8008,GB,0,0,0,0
8009,US,0,0,0,0
8010,US,1,44,475,1
8011,MX,1,6,49,1
8012,MX,1,6,49,1
8013,US,1,28,240,1
8014,US,1,28,240,1
8015,US,1,28,240,1
8016,US,1,28,240,1
8017,US,1,28,240,1
8018,US,1,28,240,1
8019,US,1,28,240,1
8020,US,1,28,240,1
8021,CA,1,1,23,0
8022,PH,1,1,0,0
8023,OM,1,8,0,0
8024,PE,0,0,0,0
8025,SG,1,2,7,0
8026,US,1,1,19,0
8027,IN,0,0,0,0
8028,IN,0,0,0,0
8029,US,0,0,0,0
8030,CA,1,1,0,0
8031,IN,0,0,0,0
8032,US,0,0,0,0
8033,IN,1,1,1,0
8034,PE,0,0,0,0
8035,US,0,0,0,0
8036,SG,0,0,0,0
8037,ID,0,0,0,0
8038,US,1,1,3,0
8039,ID,1,1,1,0
8040,US,0,0,0,0
8041,BR,0,0,0,0
8042,MX,0,0,0,0
8043,IN,0,0,0,0
8044,IN,1,5,47,0
8045,IN,0,0,0,0
8046,SG,1,1,232,0
8047,IN,0,0,0,0
8048,IN,0,0,0,0
8049,CA,0,0,0,0
8050,US,0,0,0,0
8051,BE,0,0,0,0
8052,BG,0,0,0,0
8053,PH,1,1,6,0
8054,PH,0,0,0,0
8055,ZA,0,0,0,0
8056,AU,0,0,0,0
8057,KE,1,1,4,0
8058,TZ,1,1,26,0
8059,KE,0,0,0,0
8060,MY,1,1,3,0
8061,CM,1,1,16,0
8062,SA,0,0,0,0
8063,BD,1,2,13,0
8064,BB,0,0,0,0
8065,IN,1,1,2,0
8066,IN,1,1,0,0
8067,IN,1,1,2,0
8068,PH,1,1,1,0
8069,PL,1,1,26,0
8070,KE,1,2,20,0
8071,RS,1,1,44,0
8072,SD,0,0,0,0
8073,BD,0,0,0,0
8074,EG,1,2,0,0
8075,EG,0,0,0,0
8076,EG,0,0,0,0
8077,IN,1,1,1,0
8078,BD,0,0,0,0
8079,ES,1,1,27,0
8080,IN,0,0,0,0
8081,AL,1,11,577,1
8082,GB,1,5,10,0
8083,IN,0,0,0,0
8084,US,1,1,20,0
8085,EG,1,1,6,0
8086,MD,1,1,0,0
8087,KH,1,1,43,0
8088,IN,1,4,13,0
8089,BD,1,3,15,0
8090,AE,1,1,7,0
8091,BG,0,0,0,0
8092,FR,1,1,0,0
8093,US,1,53,237,1
8094,US,0,0,0,0
8095,PH,1,1,0,0
8096,SG,0,0,0,0
8097,IN,0,0,0,0
8098,PT,1,1,0,0
8099,IN,0,0,0,0
8100,US,1,1,13,0
8101,US,0,0,0,0
8102,BR,0,0,0,0
8103,GB,0,0,0,0
8104,GH,1,3,12,0
8105,IN,0,0,0,0
8106,BR,0,0,0,0
8107,US,0,0,0,0
8108,GB,0,0,0,0
8109,US,0,0,0,0
8110,NG,0,0,0,0
8111,US,1,12,68,0
8112,TR,1,1,0,0
8113,TR,1,1,0,0
8114,ZA,0,0,0,0
8115,US,0,0,0,0
8116,GB,0,0,0,0
8117,EG,1,1,1,0
8118,TR,0,0,0,0
8119,LT,1,2,43,0
8120,CO,0,0,0,0
8121,US,0,0,0,0
8122,NG,1,3,43,0
8123,CL,1,2,4,0
8124,CA,0,0,0,0
8125,US,1,21,76,1
8126,US,1,21,76,1
8127,US,1,21,76,1
8128,IN,1,2,16,0
8129,NZ,0,0,0,0
8130,PT,1,1,1,0
8131,PT,1,1,20,0
8132,IN,0,0,0,0
8133,BR,1,17,4,1
8134,CA,1,1,20,0
8135,US,0,0,0,0
8136,NL,0,0,0,0
8137,NO,1,1,0,0
8138,GB,1,1,40,0
8139,NZ,0,0,0,0
8140,US,1,15,2,0
8141,US,1,1,3,0
8142,MA,1,2,2,0
8143,CZ,1,1,0,0
8144,IN,1,1,0,0
8145,CA,1,16,70,1
8146,BT,0,0,0,0
8147,KR,1,1,1,0
8148,NG,0,0,0,0
8149,JM,0,0,0,0
8150,CN,0,0,0,0
8151,IN,0,0,0,0
8152,US,0,0,0,0
8153,IN,1,1,13,0
8154,VN,1,1,1,0
8155,GT,1,1,0,0
8156,JP,1,22,150,1
8157,IN,0,0,0,0
8158,US,0,0,0,0
8159,TH,1,1,45,0
8160,CA,1,76,245,1
8161,ID,0,0,0,0
8162,GH,0,0,0,0
8163,IN,0,0,0,0
8164,ID,0,0,0,0
8165,IN,0,0,0,0
8166,CA,1,1,30,0
8167,EG,0,0,0,0
8168,ID,1,87,884,1
8169,VN,1,1,0,0
8170,IN,0,0,0,0
8171,SG,1,2,102,0
8172,IN,0,0,0,0
8173,EG,1,1,17,0
8174,US,1,1,7,0
8175,CA,1,1,0,0
8176,US,1,1,0,0
8177,US,1,1,8,0
8178,IN,0,0,0,0
8179,IN,1,4,57,0
8180,FR,0,0,0,0
8181,ID,0,0,0,0
8182,IN,1,2,23,0
8183,IN,1,6,4,0
8184,IN,0,0,0,0
8185,TW,0,0,0,0
8186,GB,1,2,83,0
8187,MY,1,1,0,0
8188,LK,1,40,47,1
8189,LK,1,40,47,1
8190,LK,1,40,47,1
8191,LK,1,40,47,1
8192,IN,0,0,0,0
8193,BG,0,0,0,0
8194,US,0,0,0,0
8195,IN,0,0,0,0
8196,KE,1,3,0,0
8197,AE,1,1,8,0
8198,KE,1,2,39,0
8199,UG,1,1,7,0
8200,CH,1,2,4,0
8201,EG,1,1,0,0
8202,GB,1,2,51,0
8203,NG,1,1,0,0
8204,VN,0,0,0,0
8205,VN,1,1,6,0
8206,ES,1,1,7,0
8207,US,0,0,0,0
8208,IN,1,1,0,0
8209,IN,0,0,0,0
8210,IN,0,0,0,0
8211,IN,0,0,0,0
8212,VN,1,1,13,0
8213,AM,1,7,113,1
8214,FI,1,14,68,1
8215,FI,1,14,68,1
8216,FI,1,14,68,1
8217,IN,0,0,0,0
8218,IN,0,0,0,0
8219,PK,1,20,9,1
8220,EG,1,3,21,0
8221,TR,0,0,0,0
8222,NG,1,1,12,0
8223,EG,1,1,3,0
8224,IN,0,0,0,0
8225,AU,1,1,20,0
8226,IN,1,1,0,0
8227,IN,0,0,0,0
